year	month	day	airP_hPa	0.5A_m	0.5B_m	1m	4m	4.5m	5.5m	6.5m	7.5m	8.5m	10.5m
2019	 8	 3	972.987	24.9790	25.0747	25.0376	16.7271	11.8433	 8.6900	 7.2049	 6.4332	6.0050	5.4945
2019	 8	 4	972.844	24.2999	24.5022	24.3263	16.8527	11.9153	 8.7151	 7.2314	 6.4410	6.0173	5.4803
2019	 8	 5	972.672	24.0256	24.1825	24.0594	16.9872	12.0226	 8.8160	 7.2791	 6.4668	6.0106	5.4957
2019	 8	 6	967.812	24.1883	24.2759	24.2406	17.1701	12.1037	 8.8547	 7.3206	 6.4972	6.0281	5.5208
2019	 8	 7	966.617	24.1746	24.3079	24.2138	17.2987	12.1949	 8.8956	 7.3388	 6.5085	6.0533	5.5015
2019	 8	 8	961.910	24.3383	24.4544	24.3779	17.4392	12.2933	 8.9490	 7.3812	 6.5297	6.0587	5.5255
2019	 8	 9	960.953	23.8839	23.9730	23.9313	17.6304	12.3791	 8.9992	 7.4154	 6.5604	6.0640	5.5491
2019	 8	10	964.474	23.1343	23.2480	23.1872	17.7358	12.4894	 9.0582	 7.4469	 6.5768	6.0786	5.5409
2019	 8	11	969.610	22.4098	22.4867	22.4502	17.9417	12.5771	 9.0984	 7.4797	 6.5898	6.0932	5.5582
2019	 8	12	968.596	22.5610	22.6733	22.5853	18.2492	12.6768	 9.1526	 7.5141	 6.6075	6.0964	5.5504
2019	 8	13	966.849	22.8660	23.0457	22.8658	18.4206	12.7995	 9.2369	 7.5620	 6.6289	6.1092	5.5743
2019	 8	14	971.213	22.6660	22.8409	22.6963	18.5556	12.8904	 9.2648	 7.5757	 6.6634	6.1321	5.5709
2019	 8	15	975.626	22.3428	22.5821	22.3629	18.7012	12.9722	 9.3594	 7.6340	 6.6864	6.1449	5.5700
2019	 8	16	974.747	22.8671	23.3312	22.7831	18.9979	13.1618	 9.4297	 7.6810	 6.7155	6.1729	5.5760
2019	 8	17	973.379	22.8674	22.9746	22.8263	19.0369	13.2092	 9.4675	 7.7116	 6.7530	6.1890	5.5792
2019	 8	18	972.885	22.7209	22.8383	22.7560	19.0873	13.2849	 9.5025	 7.7431	 6.7662	6.1869	5.5918
2019	 8	19	969.472	23.2676	23.3681	23.2809	19.1304	13.4315	 9.5687	 7.7766	 6.7831	6.2002	5.6188
2019	 8	20	974.606	23.0827	23.2183	23.1168	19.1886	13.5281	 9.6035	 7.8253	 6.8139	6.2291	5.6282
2019	 8	21	     NA	23.7060	23.7645	23.7370	19.1305	13.5820	 9.8415	 7.8984	 6.8257	6.2139	5.6014
2019	 8	25	     NA	21.2725	21.4700	21.3500	20.2300	14.0250	10.1425	 8.1050	 7.0002	6.2082	5.6452
2019	 9	 1	983.256	20.9156	21.2037	20.9536	20.1574	15.1410	10.4785	 8.3710	 7.1232	6.3832	5.7724
2019	 9	 2	973.383	20.8456	21.0128	20.8806	20.1726	15.1871	10.5797	 8.4157	 7.1494	6.3906	5.7449
2019	 9	 3	975.112	20.6600	20.9601	20.6990	20.0391	15.3369	10.6195	 8.4444	 7.1558	6.4174	5.7438
2019	 9	 4	     NA	20.5734	20.6229	20.6200	20.0097	15.3774	10.6889	 8.5313	 7.1764	6.4270	5.7657
2019	 9	19	983.259	17.2227	17.5302	17.2531	16.6482	16.2856	11.7620	 9.0923	 7.4715	6.5761	5.8354
2019	 9	20	     NA	17.9583	18.0167	17.9733	16.6625	16.4075	11.5333	 9.0542	 7.5651	6.5426	5.8404
2019	10	13	974.478	12.4533	12.5844	12.4944	12.4800	12.4322	12.3244	10.6700	 7.9601	6.9736	5.9960
2019	10	15	974.105	11.9602	12.0649	11.9994	11.9089	11.8178	11.7587	10.9883	 8.1714	6.8865	6.0316
2019	10	16	968.663	11.7592	11.8258	11.8003	11.7346	11.6959	11.6662	11.1504	 8.2276	6.9020	6.0562
2019	10	17	     NA	11.6265	11.6604	11.6646	11.6750	11.6596	11.6358	10.9892	 8.2754	6.8693	6.0615
2019	10	21	977.887	10.5704	11.0046	10.5782	 9.9734	 9.9268	 9.9054	 9.8815	 9.5547	7.0116	6.0783
2019	10	22	     NA	10.7621	10.8179	10.8014	 9.9636	 9.9329	 9.9014	 9.8779	 9.5314	7.0422	6.0758
2019	10	25	980.420	 9.6642	 9.8617	 9.7080	 9.6036	 9.5786	 9.5619	 9.5326	 9.3499	7.2915	6.1159
2019	10	26	978.385	 9.5785	 9.6154	 9.6246	 9.6015	 9.5692	 9.5469	 9.5192	 9.4077	7.3741	6.1187
2019	10	29	     NA	 9.0200	 9.1600	 9.0467	 8.9400	 8.9200	 8.9000	 8.8800	 8.8400	8.3000	6.1433
