year	month	day	airP_hPa	0.5A_m	0.5B_m	1m	4m	4.5m	5.5m	6.5m	7.5m	8.5m	10.5m
2018	 6	12	973.686	20.2886	20.3233	20.3146	10.0701	 7.7087	 6.2488	 5.5452	 5.1764	4.9840	4.8084
2018	 6	13	965.956	20.7541	20.7510	20.6697	10.2516	 7.8020	 6.3034	 5.5851	 5.2133	5.0157	4.8240
2018	 6	14	961.106	20.2428	20.2823	20.2826	10.4793	 7.9004	 6.3578	 5.6140	 5.2258	5.0329	4.8303
2018	 6	15	970.952	19.7366	19.7141	19.6649	10.5577	 7.9765	 6.3876	 5.6293	 5.2401	5.0441	4.8332
2018	 6	16	972.072	20.7045	20.6893	20.6313	10.7960	 8.0629	 6.4498	 5.6673	 5.2727	5.0645	4.8448
2018	 6	17	973.677	21.9419	21.9506	21.9045	10.9563	 8.1872	 6.5154	 5.7215	 5.3048	5.0837	4.8548
2018	 6	18	966.222	22.6408	22.6401	22.5944	11.2542	 8.2991	 6.5795	 5.7657	 5.3353	5.1075	4.8693
2018	 6	19	968.070	21.6145	21.5937	21.5454	11.4952	 8.4352	 6.6415	 5.7995	 5.3672	5.1385	4.8853
2018	 6	20	967.902	21.4952	21.5081	21.4656	11.6395	 8.5426	 6.7114	 5.8398	 5.3849	5.1584	4.8951
2018	 6	21	969.160	21.1593	21.1585	21.0990	11.8113	 8.6055	 6.7390	 5.8722	 5.4131	5.1769	4.9124
2018	 6	22	973.662	21.5170	21.5506	21.5251	11.9608	 8.7072	 6.8048	 5.9061	 5.4368	5.1931	4.9202
2018	 6	23	970.551	21.8415	21.8708	21.8363	12.1428	 8.7958	 6.8621	 5.9355	 5.4559	5.2031	4.9199
2018	 6	24	967.690	21.2775	21.2996	21.2772	12.2708	 8.8525	 6.8746	 5.9502	 5.4664	5.2106	4.9256
2018	 6	25	974.638	20.6494	20.6742	20.6492	12.3521	 8.9463	 6.9234	 5.9850	 5.4837	5.2218	4.9404
2018	 6	26	979.915	20.9253	20.9419	20.8708	12.5715	 9.0066	 6.9723	 6.0109	 5.4984	5.2365	4.9409
2018	 6	27	973.094	21.7096	21.7142	21.6095	12.7652	 9.1618	 7.0455	 6.0529	 5.5188	5.2583	4.9476
2018	 6	28	967.011	21.9443	21.9702	21.9269	12.9166	 9.2094	 7.0816	 6.0746	 5.5453	5.2698	4.9645
2018	 6	29	969.338	22.0589	22.0637	21.9749	13.0517	 9.3008	 7.1139	 6.1018	 5.5639	5.2854	4.9660
2018	 6	30	971.632	23.5773	23.5839	23.4697	13.2527	 9.3981	 7.1634	 6.1348	 5.5835	5.2953	4.9820
2018	 7	 1	973.297	25.2525	25.1053	24.8360	13.4042	 9.4906	 7.2208	 6.1719	 5.6188	5.3197	4.9985
2018	 7	 2	973.233	26.7147	26.4288	26.1258	13.6155	 9.5583	 7.2499	 6.1926	 5.6247	5.3178	5.0093
2018	 7	 3	978.203	26.8981	26.8465	26.7838	13.7634	 9.6831	 7.3393	 6.2466	 5.6627	5.3490	5.0119
2018	 7	 4	983.218	27.1678	27.1930	27.1683	13.9326	 9.8028	 7.3844	 6.2686	 5.6800	5.3662	5.0230
2018	 7	 5	979.712	27.8730	27.8970	27.8548	14.1092	 9.9066	 7.4465	 6.3037	 5.7066	5.3894	5.0286
2018	 7	 6	973.660	26.9894	27.0293	27.0308	14.3509	10.0376	 7.5180	 6.3648	 5.7415	5.4074	5.0520
2018	 7	 7	981.977	24.5167	24.5276	24.5016	14.4270	10.1358	 7.5705	 6.3825	 5.7558	5.4278	5.0564
2018	 7	 8	981.672	24.5164	24.5559	24.5513	14.6368	10.2301	 7.6268	 6.4194	 5.7660	5.4343	5.0640
2018	 7	 9	976.126	24.6807	24.7159	24.6960	14.7835	10.3328	 7.6688	 6.4482	 5.7855	5.4468	5.0668
2018	 7	10	970.965	24.9977	25.0102	24.9849	14.9715	10.4606	 7.7415	 6.4861	 5.8079	5.4623	5.0737
2018	 7	11	975.532	24.4477	24.4617	24.4231	15.1156	10.5293	 7.7863	 6.5188	 5.8268	5.4752	5.0864
2018	 7	12	979.078	24.4074	24.3971	24.3182	15.3013	10.6401	 7.8500	 6.5540	 5.8437	5.4838	5.0932
2018	 7	13	980.826	24.7917	24.8290	24.7893	15.4488	10.7757	 7.9328	 6.6054	 5.8707	5.4918	5.0945
2018	 7	14	974.956	24.7565	24.7767	24.7634	15.6407	10.8595	 7.9552	 6.6107	 5.8835	5.5107	5.0989
2018	 7	15	972.895	24.9710	24.9245	24.8721	15.8201	10.9599	 8.0194	 6.6589	 5.9148	5.5163	5.1112
2018	 7	16	972.558	25.5693	25.5818	25.5512	15.9504	11.0807	 8.0993	 6.6911	 5.9401	5.5282	5.1174
2018	 7	17	966.225	25.8527	25.8842	25.8508	16.1852	11.2002	 8.1262	 6.7208	 5.9552	5.5487	5.1218
2018	 7	18	971.808	24.7252	24.7450	24.7239	16.3219	11.2776	 8.1940	 6.7520	 5.9687	5.5559	5.1344
2018	 7	19	975.419	24.2969	24.3376	24.3218	16.5223	11.3715	 8.2636	 6.7935	 5.9863	5.5668	5.1395
2018	 7	20	977.322	24.6868	24.7167	24.6938	16.6731	11.5286	 8.3215	 6.8319	 6.0198	5.5829	5.1521
2018	 7	21	976.866	25.4736	25.4630	25.4244	16.8805	11.6697	 8.3970	 6.8655	 6.0448	5.6044	5.1611
2018	 7	22	976.228	25.0559	25.0935	25.0599	17.0695	11.7549	 8.4341	 6.8903	 6.0563	5.6034	5.1656
2018	 7	23	978.101	24.2529	24.2662	24.2512	17.1772	11.8407	 8.4931	 6.9202	 6.0537	5.5955	5.1693
2018	 7	24	977.991	24.5188	24.5523	24.5415	17.4314	11.9589	 8.5453	 6.9649	 6.0840	5.6235	5.1814
2018	 7	25	972.023	24.0714	24.1158	24.1214	18.0645	12.3967	 8.7463	 7.0760	 6.1472	5.6794	5.1895
2018	 7	26	967.519	24.1703	24.1757	24.1389	18.3279	12.5739	 8.8565	 7.1460	 6.1635	5.6778	5.1973
2018	 7	27	969.911	24.3852	24.4156	24.3212	18.4869	12.7278	 8.9278	 7.1760	 6.1880	5.7094	5.2091
2018	 7	28	971.755	24.1366	24.1790	24.1681	18.6119	12.8049	 8.9739	 7.2095	 6.2227	5.7528	5.2160
2018	 7	29	973.922	24.1212	24.1465	24.1190	18.7608	12.9451	 9.0134	 7.2387	 6.2315	5.7625	5.2227
2018	 7	30	976.376	24.3319	24.3624	24.3417	18.9816	13.0569	 9.0942	 7.2830	 6.2610	5.7637	5.2355
2018	 7	31	976.970	24.7016	24.7255	24.6991	19.0187	13.1515	 9.1637	 7.3141	 6.2909	5.7839	5.2389
2018	 8	 1	974.459	24.9412	24.9876	24.9638	19.1454	13.2379	 9.1971	 7.3373	 6.3113	5.8009	5.2480
2018	 8	 2	972.197	24.6237	24.6486	24.6229	19.1985	13.3183	 9.2269	 7.3655	 6.3173	5.7880	5.2559
2018	 8	 3	976.955	24.8653	24.9069	24.8982	19.3165	13.3693	 9.2804	 7.3892	 6.3285	5.8022	5.2664
2018	 8	 4	977.171	24.9259	24.9645	24.9407	19.3194	13.4785	 9.3422	 7.4155	 6.3517	5.8148	5.2758
2018	 8	 5	976.894	25.2000	25.2374	25.2058	19.4810	13.5572	 9.4006	 7.4593	 6.3691	5.8214	5.2766
2018	 8	 6	973.769	25.8552	25.8557	25.7756	19.5917	13.6940	 9.4417	 7.4906	 6.4052	5.8365	5.2851
2018	 8	 7	970.793	26.1067	26.1311	26.0658	19.7469	13.8315	 9.5369	 7.5541	 6.4348	5.8712	5.3124
2018	 8	 8	970.708	25.8687	25.9235	25.9043	19.8257	13.8954	 9.5945	 7.5739	 6.4499	5.8715	5.3217
2018	 8	 9	966.051	25.5518	25.5888	25.5791	19.8769	14.0083	 9.6184	 7.5957	 6.4637	5.8751	5.3245
2018	 8	10	970.506	25.0017	25.0387	25.0217	19.9662	14.0816	 9.6910	 7.6423	 6.4782	5.8709	5.3340
2018	 8	11	973.270	24.9243	24.9504	24.9288	20.1324	14.1627	 9.7650	 7.6766	 6.5012	5.8847	5.3372
2018	 8	12	977.475	25.2121	25.0923	24.9881	20.2247	14.3238	 9.8274	 7.7044	 6.5358	5.9114	5.3416
2018	 8	13	977.437	25.3167	25.2442	25.1107	20.4070	14.4069	 9.9279	 7.7615	 6.5600	5.9210	5.3529
2018	 8	14	971.113	25.4409	25.4670	25.3540	20.5116	14.5319	 9.9948	 7.7934	 6.5967	5.9356	5.3566
2018	 8	15	968.716	25.2162	25.2548	25.2260	20.5729	14.6260	10.0095	 7.8123	 6.6094	5.9476	5.3674
2018	 8	16	974.340	24.7658	24.7819	24.7349	20.6936	14.6861	10.0914	 7.8562	 6.6165	5.9561	5.3809
2018	 8	17	974.101	24.2486	24.3016	24.2981	20.8439	14.7586	10.1475	 7.8928	 6.6409	5.9683	5.3889
2018	 8	18	971.158	23.4230	23.4589	23.4436	21.1933	14.8740	10.1766	 7.9077	 6.6461	5.9654	5.3943
2018	 8	19	975.785	23.5135	23.5264	23.4953	21.5781	14.9458	10.2667	 7.9692	 6.6796	5.9783	5.3977
2018	 8	20	978.642	23.7448	23.7981	23.7722	21.5738	15.0848	10.3483	 8.0211	 6.7148	5.9975	5.3961
2018	 8	21	975.273	23.6530	23.7081	23.6912	21.5360	15.2033	10.4151	 8.0553	 6.7334	6.0219	5.4058
2018	 8	22	961.796	23.1756	23.2186	23.2259	21.8683	15.3871	10.4775	 8.0944	 6.7656	6.0169	5.4124
2018	 8	31	983.932	21.9590	21.9947	21.9839	21.3130	16.5122	11.1601	 8.4898	 6.9775	6.1294	5.5038
2018	 9	 1	981.115	21.8609	21.9126	21.9074	21.2712	16.6424	11.2133	 8.5489	 7.0024	6.1479	5.4987
2018	 9	 2	977.974	21.7447	21.7967	21.7910	21.2544	16.6586	11.2715	 8.5612	 7.0133	6.1615	5.4993
2018	 9	 3	977.220	21.8638	21.8806	21.8545	21.1597	16.7772	11.3338	 8.6105	 7.0326	6.1771	5.5107
2018	 9	 4	982.372	22.2389	22.2165	22.1336	21.2040	16.8598	11.4057	 8.6502	 7.0664	6.1999	5.5142
2018	 9	 5	978.874	22.6659	22.6918	22.6385	21.2150	16.9496	11.5185	 8.7308	 7.1003	6.2022	5.5203
2018	 9	 6	976.842	22.9311	22.9572	22.9191	21.2191	17.1058	11.5819	 8.7537	 7.1329	6.2343	5.5469
2018	 9	 7	980.744	22.1894	22.2483	22.2400	21.3230	17.1268	11.6560	 8.8110	 7.1741	6.2412	5.5544
2018	 9	 8	981.302	21.4735	21.5230	21.5170	21.0842	17.1924	11.7439	 8.8408	 7.1780	6.2593	5.5635
2018	 9	 9	984.374	20.6638	20.7232	20.6962	20.4837	17.4176	11.7876	 8.8765	 7.2039	6.2528	5.5737
2018	 9	10	983.946	19.9638	20.0330	20.0233	19.9172	17.8519	11.8679	 8.9262	 7.2140	6.2663	5.5742
2018	 9	11	978.550	19.3944	19.4581	19.4256	19.2651	18.3359	11.9278	 8.9999	 7.2470	6.2716	5.5738
2018	 9	12	982.687	19.7385	19.7383	19.6672	19.1833	18.1551	12.0138	 9.0597	 7.2667	6.2960	5.5751
2018	 9	13	983.960	20.1359	19.9963	19.8514	19.2786	18.0453	12.1031	 9.1143	 7.2956	6.3007	5.5767
2018	 9	14	982.288	20.7185	20.6384	20.5450	19.3799	18.0033	12.1792	 9.1845	 7.3126	6.3114	5.5830
2018	 9	15	979.661	21.1757	21.0644	20.8692	19.4866	17.9183	12.2791	 9.2623	 7.3607	6.3442	5.5878
2018	 9	16	980.872	21.5087	21.4578	21.3672	19.5475	17.8385	12.3676	 9.3131	 7.4196	6.3660	5.6014
2018	 9	17	974.737	21.8070	21.8217	21.7536	19.6372	17.8482	12.4516	 9.3969	 7.4292	6.3757	5.6226
2018	 9	18	967.290	21.7829	21.8188	21.8052	19.7078	17.7894	12.5442	 9.4205	 7.4472	6.3905	5.6418
2018	 9	19	973.708	21.0233	21.0738	21.0550	19.7760	17.7534	12.5480	 9.4502	 7.4561	6.4246	5.6520
2018	 9	20	980.465	20.3605	20.4273	20.4120	19.8420	17.7513	12.6368	 9.4913	 7.4834	6.4064	5.6464
2018	 9	21	971.845	19.6844	19.7279	19.7303	19.6417	17.8799	12.7294	 9.5534	 7.5154	6.4266	5.6544
2018	 9	22	972.508	18.9224	18.9631	18.9703	18.8178	18.1521	12.9922	 9.7435	 7.6269	6.4868	5.6839
2018	 9	23	980.581	18.0892	18.1326	18.1351	18.1010	17.9158	13.0735	 9.8140	 7.6125	6.4958	5.6679
2018	 9	24	990.274	17.3113	17.3514	17.3544	17.2485	17.1633	13.1799	 9.8626	 7.6216	6.5042	5.6804
2018	 9	25	983.592	16.5108	16.5515	16.5565	16.5634	16.5309	13.6059	 9.9781	 7.6511	6.5131	5.6803
2018	 9	26	967.295	16.1858	16.2164	16.2159	16.1153	16.0658	14.0349	10.0899	 7.6980	6.5521	5.6933
2018	 9	27	976.219	16.1281	16.1735	16.1687	15.8668	15.8158	14.4431	10.1665	 7.7726	6.5922	5.7010
2018	 9	28	974.467	16.1062	16.1510	16.1488	15.8120	15.7190	14.4305	10.2109	 7.8022	6.5950	5.6989
2018	 9	29	976.055	15.9665	16.0051	16.0044	15.7548	15.6914	14.3483	10.2410	 7.8301	6.6101	5.7088
2018	 9	30	981.062	15.6003	15.6433	15.6420	15.5932	15.5528	14.3171	10.3481	 7.8439	6.6273	5.7164
2018	10	 1	983.788	15.3584	15.4003	15.3656	15.0920	15.0584	14.5375	10.4124	 7.8450	6.6268	5.7168
2018	10	 2	979.973	14.8707	14.9142	14.9154	14.8368	14.7983	14.3265	10.5232	 7.8764	6.6423	5.7360
2018	10	 3	975.365	14.3214	14.3658	14.3635	14.3425	14.3130	13.9743	10.5715	 7.8693	6.6371	5.7421
2018	10	 4	968.438	14.1403	14.1650	14.1610	14.0757	14.0535	13.9479	10.6871	 7.9014	6.6495	5.7492
2018	10	 5	980.565	13.7653	13.8110	13.8045	13.6520	13.6098	13.5417	10.7849	 7.9254	6.6844	5.7458
2018	10	 6	978.061	13.3691	13.4173	13.4170	13.3875	13.3558	13.2647	11.0893	 7.9251	6.6918	5.7623
2018	10	 7	980.060	13.0286	13.0750	13.0753	13.0658	13.0431	12.9939	11.2185	 7.9474	6.6946	5.7683
2018	10	 8	986.631	12.6647	12.7091	12.7094	12.7036	12.6828	12.6458	11.4538	 7.9592	6.7006	5.7642
2018	10	 9	977.281	12.9455	12.9549	12.9360	12.4621	12.4255	12.3860	11.6839	 8.0269	6.7132	5.7770
2018	10	10	973.560	14.3806	14.1361	13.8706	12.4761	12.4195	12.3708	11.6293	 8.0952	6.7541	5.7908
2018	10	11	963.465	12.6638	12.6977	12.6920	12.4920	12.4388	12.3800	11.5018	 8.1384	6.7690	5.8142
2018	10	12	959.428	12.3374	12.3753	12.3781	12.3620	12.3423	12.2809	11.5940	 8.2009	6.8000	5.8232
2018	10	13	964.172	11.9154	11.9518	11.9545	11.9641	11.9522	11.9433	11.7761	 8.2460	6.8081	5.8225
2018	10	14	974.290	11.4922	11.5363	11.5371	11.4925	11.4642	11.4375	11.3257	 8.2703	6.8104	5.8199
2018	10	15	970.242	11.2983	11.3356	11.3367	11.3250	11.2969	11.2720	11.1702	 8.4177	6.8119	5.8224
2018	10	16	966.739	10.7422	10.7825	10.7878	10.7942	10.7786	10.7576	10.7102	 9.0754	6.8327	5.8597
2018	10	17	964.074	10.2662	10.3028	10.3076	10.3180	10.3053	10.2981	10.2874	10.0236	6.8320	5.8502
2018	10	18	975.347	 9.6708	 9.7057	 9.7137	 9.7067	 9.6816	 9.6678	 9.6474	 9.5253	6.8735	5.8721
2018	10	19	970.782	 9.2812	 9.3158	 9.3204	 9.2842	 9.2616	 9.2338	 9.1955	 9.1490	7.2841	5.8625
2018	10	20	955.606	 9.3377	 9.3724	 9.3799	 9.3526	 9.3069	 9.2233	 9.1451	 9.0123	7.8662	5.8806
2018	10	21	965.658	 8.8467	 8.8812	 8.8877	 8.8809	 8.8661	 8.8553	 8.8399	 8.7985	8.2277	5.8870
2018	10	22	974.071	 8.2786	 8.3199	 8.3215	 8.3225	 8.3093	 8.2987	 8.2802	 8.2613	8.1066	5.8766
2018	10	23	974.730	 8.0244	 8.0604	 8.0643	 8.0186	 8.0062	 7.9943	 7.9787	 7.9533	7.7808	5.8827
2018	10	24	974.888	 7.8145	 7.8402	 7.8381	 7.7792	 7.7631	 7.7550	 7.7485	 7.7399	7.6735	5.8806
2018	10	25	974.707	 7.4802	 7.5149	 7.5234	 7.5321	 7.5210	 7.5138	 7.5056	 7.4978	7.4574	5.8927
2018	10	26	974.312	 7.0457	 7.0789	 7.0875	 7.0633	 7.0388	 7.0259	 7.0173	 7.0091	6.9783	6.0311
2018	10	27	976.213	 6.6335	 6.6717	 6.6770	 6.6676	 6.6545	 6.6484	 6.6422	 6.6353	6.5956	6.2471
2018	10	28	964.426	 6.1338	 6.1765	 6.1817	 6.2044	 6.1932	 6.1887	 6.1843	 6.1820	6.1590	6.1035
2018	10	29	961.760	 5.8807	 5.9193	 5.9170	 5.8926	 5.8795	 5.8744	 5.8717	 5.8743	5.8503	5.8087
2018	10	30	967.377	 5.7509	 5.7853	 5.7886	 5.7793	 5.7674	 5.7642	 5.7614	 5.7618	5.7426	5.7204
2019	 5	16	967.271	11.0864	11.2586	10.9250	 5.6616	 5.2887	 5.0357	 4.8905	 4.7811	4.7240	4.6910
2019	 5	17	964.199	10.4268	10.5217	 9.7158	 5.6914	 5.3017	 5.0272	 4.8874	 4.7875	4.7372	4.7025
2019	 5	18	970.221	 9.3302	 9.3931	 9.1654	 5.7220	 5.3193	 5.0524	 4.8932	 4.8002	4.7581	4.7134
2019	 5	19	972.356	10.1189	10.1762	 9.9212	 5.7881	 5.3756	 5.0895	 4.9178	 4.8305	4.7716	4.7245
2019	 5	20	961.758	11.0446	11.0753	10.9292	 5.8312	 5.4037	 5.0972	 4.9427	 4.8550	4.7930	4.7426
2019	 5	21	966.261	10.8114	10.8399	10.6505	 6.0044	 5.5123	 5.1614	 4.9858	 4.8870	4.8211	4.7742
2019	 5	22	979.019	10.7967	10.8260	10.7224	 6.1458	 5.5190	 5.1898	 5.0226	 4.9059	4.8446	4.7835
2019	 5	23	973.784	12.6218	12.6419	12.5011	 6.3061	 5.6116	 5.2548	 5.0637	 4.9403	4.8685	4.7982
2019	 5	24	968.519	12.3487	12.3938	12.1190	 6.5065	 5.7000	 5.2902	 5.0839	 4.9540	4.8812	4.8144
2019	 5	25	975.705	12.8588	12.8994	12.8605	 6.6385	 5.7534	 5.3265	 5.1222	 4.9858	4.9092	4.8278
2019	 5	26	966.826	13.9502	14.0090	13.8284	 6.7377	 5.8080	 5.3472	 5.1386	 5.0039	4.9118	4.8476
2019	 5	27	972.868	14.5773	14.6335	14.5485	 6.9471	 5.9105	 5.4133	 5.1869	 5.0357	4.9529	4.8620
2019	 5	28	970.375	14.4580	14.5043	14.4894	 7.0122	 5.9582	 5.4261	 5.1952	 5.0507	4.9647	4.8695
2019	 5	29	964.792	14.4531	14.5011	14.4797	 7.1529	 6.0217	 5.4652	 5.2074	 5.0659	4.9767	4.8874
2019	 5	30	961.423	15.3875	15.4239	15.4134	 7.2519	 6.0932	 5.5085	 5.2378	 5.0844	4.9865	4.8964
2019	 5	31	964.644	15.5539	15.5982	15.5719	 7.4185	 6.1788	 5.5620	 5.2709	 5.1100	5.0074	4.9027
2019	 6	 1	967.556	15.8250	15.8664	15.8173	 7.5635	 6.2647	 5.6100	 5.2930	 5.1257	5.0126	4.9103
2019	 6	 2	961.593	16.4903	16.5347	16.5210	 7.6848	 6.3418	 5.6617	 5.3280	 5.1448	5.0341	4.9061
2019	 6	 3	962.019	15.4668	15.5074	15.5035	 7.8167	 6.4256	 5.6819	 5.3533	 5.1623	5.0465	4.9274
2019	 6	 4	970.490	14.6566	14.7003	14.6956	 7.8420	 6.4519	 5.7060	 5.3763	 5.1828	5.0579	4.9355
2019	 6	 5	966.392	15.3040	15.3549	15.3076	 8.0221	 6.5559	 5.7584	 5.3965	 5.1870	5.0578	4.9490
2019	 6	 6	966.033	16.2610	16.3397	16.1396	 8.1968	 6.6510	 5.8243	 5.4456	 5.2148	5.0838	4.9542
2019	 6	 7	970.342	17.1850	17.2679	17.0946	 8.3554	 6.7368	 5.8731	 5.4791	 5.2536	5.1124	4.9457
2019	 6	 8	978.812	17.9748	18.0822	17.8333	 8.5339	 6.8768	 5.9495	 5.5295	 5.2869	5.1401	4.9795
2019	 6	 9	981.981	19.2674	19.3449	19.0925	 8.7231	 6.9752	 6.0142	 5.5922	 5.3158	5.1676	4.9904
2019	 6	10	976.576	20.6313	20.6937	20.4811	 8.9359	 7.0967	 6.0762	 5.6219	 5.3494	5.1857	5.0120
2019	 6	11	967.636	20.2237	20.2800	20.2226	 9.1526	 7.1961	 6.1247	 5.6518	 5.3750	5.2042	5.0450
2019	 6	12	975.557	19.3810	19.4410	19.3912	 9.3022	 7.2678	 6.1848	 5.6846	 5.4056	5.2247	5.0338
2019	 6	13	970.431	19.7427	19.7915	19.7852	 9.4816	 7.3727	 6.2325	 5.7078	 5.4122	5.2354	5.0483
2019	 6	14	961.935	18.4190	18.4603	18.4615	 9.5378	 7.4170	 6.2542	 5.7289	 5.4233	5.2396	5.0548
2019	 6	15	967.737	17.5882	17.6303	17.6294	 9.6434	 7.4709	 6.2808	 5.7421	 5.4342	5.2484	5.0593
2019	 6	16	968.094	17.2891	17.3816	17.2538	 9.8057	 7.5563	 6.3293	 5.7624	 5.4508	5.2720	5.0712
2019	 6	17	972.441	17.7733	17.8717	17.7063	 9.9394	 7.6260	 6.3715	 5.7920	 5.4726	5.2851	5.0751
2019	 6	18	972.259	18.6497	18.7158	18.6208	10.0470	 7.6827	 6.4066	 5.8069	 5.4819	5.2921	5.0769
2019	 6	19	967.706	19.3615	19.4601	19.3162	10.1773	 7.7635	 6.4377	 5.8332	 5.5025	5.3101	5.0935
2019	 6	20	963.392	19.4425	19.5241	19.2796	10.2637	 7.8290	 6.4805	 5.8574	 5.5188	5.3173	5.1121
2019	 6	21	963.303	18.6051	18.6951	18.5835	10.3469	 7.8651	 6.4824	 5.8590	 5.5263	5.3263	5.1268
2019	 6	22	969.048	18.8665	18.9503	18.8420	10.4431	 7.9377	 6.5389	 5.8970	 5.5388	5.3345	5.1213
2019	 6	23	970.469	19.3019	19.4010	19.2625	10.6330	 8.0107	 6.5708	 5.9176	 5.5572	5.3475	5.1457
2019	 6	24	969.278	20.2805	20.4161	20.2407	10.7804	 8.1297	 6.6405	 5.9601	 5.5886	5.3717	5.1232
2019	 6	25	967.057	20.5185	20.6203	20.3597	10.8994	 8.1941	 6.6835	 5.9789	 5.6091	5.4004	5.1328
2019	 6	26	971.358	20.2228	20.2850	20.2197	11.0257	 8.2472	 6.6938	 5.9962	 5.6227	5.4060	5.1596
2019	 6	27	975.140	21.5758	21.6958	21.3589	11.1987	 8.3668	 6.7502	 6.0254	 5.6379	5.4187	5.1657
2019	 6	28	977.327	22.4849	22.6897	22.2753	11.3802	 8.4327	 6.8165	 6.0943	 5.7024	5.4772	5.1633
2019	 6	29	972.454	23.1175	23.2683	22.9199	11.5644	 8.5438	 6.8616	 6.1220	 5.7405	5.5101	5.1842
2019	 6	30	968.158	22.9249	23.0009	22.9367	11.6752	 8.6431	 6.9222	 6.1436	 5.7643	5.5405	5.2342
2019	 7	 1	970.756	22.9039	23.0540	22.7472	11.8412	 8.7407	 6.9601	 6.1752	 5.7766	5.5686	5.2419
2019	 7	 2	966.599	23.9428	24.1269	23.5450	12.0119	 8.8228	 7.0130	 6.1990	 5.7959	5.5759	5.2264
2019	 7	 3	968.935	24.1182	24.2478	24.0706	12.1653	 8.9336	 7.0765	 6.2314	 5.8165	5.5897	5.2225
2019	 7	 4	975.136	25.0538	25.1984	24.8385	12.2848	 9.0041	 7.1202	 6.2609	 5.8189	5.5964	5.2475
2019	 7	 5	976.081	25.3786	25.4794	25.1568	12.4715	 9.1120	 7.1637	 6.2880	 5.8483	5.6138	5.2486
2019	 7	 6	970.301	25.0753	25.1536	25.0852	12.7927	 9.3119	 7.2557	 6.3422	 5.8740	5.6244	5.2785
2019	 7	 7	974.044	24.2417	24.3577	24.2333	12.9752	 9.4138	 7.3115	 6.3868	 5.8937	5.6418	5.3016
2019	 7	 8	973.872	24.1074	24.2649	24.0971	13.0682	 9.5053	 7.3679	 6.4096	 5.9168	5.6490	5.2899
2019	 7	 9	973.999	24.0800	24.1960	24.0831	13.2426	 9.5842	 7.4130	 6.4303	 5.9334	5.6677	5.2993
2019	 7	10	974.325	24.5249	24.6251	24.5338	13.3096	 9.6390	 7.4359	 6.4487	 5.9406	5.6744	5.2969
2019	 7	11	969.795	24.6166	24.6814	24.6537	13.4358	 9.7147	 7.4635	 6.4645	 5.9485	5.6780	5.3011
2019	 7	12	964.902	23.8401	23.9347	23.8467	13.5884	 9.8414	 7.5389	 6.5083	 5.9830	5.7020	5.3050
2019	 7	13	968.276	24.1342	24.2040	24.1563	13.7029	 9.9076	 7.5687	 6.5298	 5.9952	5.7100	5.3276
2019	 7	14	970.115	23.9426	24.0447	23.9491	14.0399	10.0825	 7.6480	 6.5822	 6.0336	5.7394	5.3440
2019	 7	15	974.734	23.5877	23.7588	23.5475	14.1085	10.1345	 7.7036	 6.6051	 6.0471	5.7450	5.3572
2019	 7	16	972.419	23.7717	23.8424	23.7941	14.1999	10.2089	 7.7406	 6.6323	 6.0661	5.7448	5.3554
2019	 7	17	969.248	24.0452	24.1583	24.0156	14.3003	10.2596	 7.7655	 6.6493	 6.0732	5.7551	5.3649
2019	 7	18	973.792	24.2752	24.4781	24.2715	14.4454	10.3357	 7.8016	 6.6690	 6.0888	5.7692	5.3697
2019	 7	19	966.506	24.8465	24.9902	24.7128	14.5782	10.4649	 7.8842	 6.7117	 6.1164	5.7845	5.3662
2019	 7	20	965.363	25.9735	26.0866	25.8044	14.7803	10.5645	 7.9272	 6.7459	 6.1368	5.7987	5.3940
2019	 7	21	964.631	26.5734	26.6867	26.5614	14.9317	10.6419	 7.9810	 6.7786	 6.1620	5.8242	5.3913
2019	 7	22	970.930	25.5968	25.7237	25.6724	15.0669	10.7240	 8.0424	 6.8066	 6.1862	5.8345	5.3890
2019	 7	23	969.191	24.9306	25.0322	24.9538	15.1868	10.8088	 8.0779	 6.8290	 6.1954	5.8329	5.3991
2019	 7	24	973.108	24.4060	24.5474	24.4525	15.2956	10.8619	 8.1155	 6.8624	 6.2102	5.8452	5.4075
2019	 7	25	975.917	24.3140	24.4328	24.3109	15.4090	10.9695	 8.1931	 6.8923	 6.2266	5.8463	5.4067
2019	 7	26	980.115	24.8733	25.0231	24.8163	15.5960	11.0767	 8.2272	 6.9257	 6.2560	5.8826	5.4175
2019	 7	27	980.292	25.3051	25.4124	25.2221	15.7351	11.1631	 8.2738	 6.9646	 6.2814	5.8946	5.4506
2019	 7	28	972.983	25.4179	25.5119	25.4524	15.9045	11.2499	 8.3285	 6.9970	 6.2973	5.9000	5.4494
2019	 7	29	971.265	25.8226	25.9237	25.8675	15.9910	11.3497	 8.4172	 7.0444	 6.3273	5.9293	5.4511
2019	 7	30	970.361	26.2244	26.3092	26.2634	16.1962	11.4849	 8.4569	 7.0608	 6.3572	5.9497	5.4750
2019	 7	31	972.953	25.9165	26.0437	25.9559	16.3590	11.5603	 8.5383	 7.1127	 6.3939	5.9829	5.4755
2019	 8	 1	977.367	25.3040	25.4910	25.3372	16.4637	11.6478	 8.5592	 7.1332	 6.3852	5.9827	5.4669
2019	 8	 2	977.594	25.2002	25.3403	25.2461	16.5915	11.7324	 8.6326	 7.1824	 6.4106	5.9862	5.4782
