-999 45.99 -74.01
year month day global_rad(MJ/m2) cloud_cov(-) air_temp(C) rel_hum(%) air_press(hPa) wind_sp(m/s) precip(mm/day) inflow(m3/day) inflow_T(C) inflow_C(-) inflow_S(kg/m3) inflow_TP(mg/m3) inflow_DOP(mg/m3) inflow_chla(mg/m3) inflow_DOC(mg/m3) 
2016  3 30 17.628 0.806   1.45  60.52  983.74  3.309  0.017    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  3 31  2.059 0.999   6.13  91.19  970.25  3.322 27.974    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4  1 11.557 0.771   8.23  82.79  963.36  5.199  3.153    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4  2 13.492 0.639   0.18  75.91  963.51  3.353  2.600    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4  3 23.315 0.572 -10.72  53.64  972.28  5.581  0.044    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4  4 21.252 0.586 -10.18  49.10  984.24  2.082  0.005    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4  5 24.290 0.165  -8.56  49.98  991.78  2.932  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4  6 11.876 0.818  -4.73  72.43  984.95  2.639  8.967    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4  7  4.061 1.000   0.46  97.04  965.87  3.305 36.767    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4  8 12.581 0.980  -1.19  84.33  963.44  4.510  2.871    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4  9 22.566 0.350  -5.78  64.48  977.92  3.379  0.073    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 10 24.977 0.369  -5.74  54.38  988.61  2.425  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 11  3.038 0.999   0.17  90.54  979.95  2.688 13.334    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 12 19.620 0.649   2.82  76.18  981.53  4.269  2.349    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 13 24.530 0.304  -0.21  60.38  995.82  2.375  0.001    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 14 25.510 0.012   1.66  51.54  997.44  2.038  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 15 25.196 0.070   4.67  46.56  999.48  2.194  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 16 24.425 0.739   6.59  40.98 1000.14  2.175  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 17 25.632 0.461  10.47  43.73  995.37  2.337  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 18 10.495 0.980   5.49  68.38  991.98  2.986  9.413    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 19 23.977 0.246   6.18  54.54  986.95  4.123  0.279    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 20 26.154 0.260   5.79  44.35  991.24  2.032  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 21 25.254 0.525  11.66  36.65  982.47  2.159  0.016    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 22  4.721 0.830   9.16  87.37  977.67  2.985  7.348    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 23 27.420 0.157   3.59  49.37  983.88  4.024  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 24 25.735 0.172   3.20  35.75  985.32  2.988  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 25 26.267 0.530   1.55  36.87  984.31  2.705  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 26 25.299 0.466   2.01  37.59  978.51  2.886  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 27 25.445 0.193  -0.73  40.79  979.48  3.296  0.024    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 28 27.883 0.253   0.46  44.75  985.61  2.545  0.001    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 29 27.922 0.633   3.61  36.57  987.97  2.024  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  4 30 28.047 0.335   6.82  33.83  990.32  2.307  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5  1 11.281 0.997   6.46  56.59  987.97  2.804  5.703    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5  2  7.111 0.835   6.09  89.33  982.77  2.652  4.009    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5  3 15.886 0.491   7.18  75.25  979.51  1.622  0.160    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5  4 15.088 0.708   8.24  71.63  977.79  3.572  0.244    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5  5 23.342 0.402  10.72  60.55  978.09  3.614  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5  6 28.542 0.002  12.52  49.27  978.38  2.728  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5  7 17.968 0.593  14.52  59.24  973.13  3.014  0.600    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5  8 18.189 0.726   5.55  71.34  970.00  4.399  7.179    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5  9 20.050 0.450   4.10  54.47  980.84  4.651  0.150    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 10 27.685 0.104  10.19  47.56  988.01  2.948  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 11 28.954 0.004  13.05  39.54  989.09  2.283  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 12 28.370 0.492  16.52  43.16  985.05  2.002  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 13 10.183 0.889  14.99  77.55  973.58  3.107  7.755    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 14 20.809 0.664  13.03  75.70  969.76  3.021  3.867    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 15 14.891 0.995   3.91  73.88  968.68  5.547  0.935    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 16 12.801 0.981   3.13  68.11  977.06  5.591  1.442    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 17 12.262 0.791   5.81  71.25  985.73  3.477  0.213    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 18 22.377 0.555  10.45  59.41  988.01  1.577  0.015    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 19 19.370 0.726  11.68  70.18  986.68  1.552  2.210    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 20 27.997 0.141  15.96  50.92  988.06  2.831  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 21 24.028 0.981  17.62  47.11  982.70  2.623  0.278    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 22 27.337 0.525  17.84  52.06  979.71  2.950  0.373    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 23 30.163 0.001  18.04  47.53  981.64  1.428  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 24 30.219 0.026  19.72  44.76  979.82  1.954  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 25 16.014 0.553  18.17  58.90  981.46  3.147  1.276    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 26 27.127 0.784  16.43  51.46  986.39  2.291  0.278    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 27 24.103 0.737  19.71  72.41  981.52  2.740  5.667    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 28 24.457 0.828  21.22  62.45  986.34  2.251  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 29 24.050 0.884  19.81  74.21  984.86  2.362  2.785    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 30 19.911 0.509  22.40  71.40  976.97  4.273  1.459    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  5 31 17.895 0.347  16.98  66.52  979.95  4.202  0.083    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6  1 28.355 0.402  16.05  60.88  988.15  3.064  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6  2 11.401 0.829  16.18  89.02  983.10  3.356  7.420    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6  3 23.675 0.459  18.96  70.36  981.72  3.057  0.093    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6  4 19.947 0.665  18.27  63.50  983.13  1.558  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6  5  4.267 1.000  15.05  90.98  972.95  4.109 37.097    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6  6 20.671 0.554  17.69  75.00  964.88  5.329  7.447    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6  7 21.759 0.716  15.43  74.63  964.86  3.479  2.523    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6  8 14.751 0.861   9.18  73.82  967.87  4.654  0.650    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6  9 12.368 0.991   8.23  69.48  973.84  5.477  0.206    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 10 20.872 0.640  12.43  67.31  981.57  3.145  0.022    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 11  5.507 0.873  11.43  82.73  976.12  1.694  1.232    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 12 11.720 0.889  10.21  76.93  971.22  5.423  1.668    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 13 25.062 0.362  13.29  70.36  976.95  4.569  1.814    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 14 27.109 0.212  16.41  61.42  979.31  3.866  0.002    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 15 25.594 0.354  19.33  52.80  979.33  2.854  0.007    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 16 30.711 0.220  18.75  52.35  978.63  2.163  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 17 27.573 0.129  19.17  49.68  982.48  1.480  0.001    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 18 29.617 0.432  21.01  48.72  988.49  2.486  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 19 27.298 0.648  23.96  49.92  987.76  3.971  0.009    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 20 28.512 0.643  24.62  57.29  978.99  5.330  5.194    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 21 23.594 0.538  16.84  59.21  974.07  4.030  0.217    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 22 24.766 0.648  14.93  66.08  975.88  2.110  2.346    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 23 25.001 0.352  16.08  57.96  979.11  2.956  0.046    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 24 30.120 0.195  17.15  59.63  985.36  2.090  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 25 28.283 0.569  21.22  56.05  987.70  2.519  0.011    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 26 28.195 0.790  23.18  56.38  985.43  3.212  0.008    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 27 11.924 0.728  21.49  81.63  978.35  3.946 10.186    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 28 22.983 0.497  20.43  79.48  979.10  1.589 11.283    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 29 13.099 0.721  16.88  86.15  979.44  2.208  7.305    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  6 30 29.667 0.186  19.64  63.74  981.20  2.578  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7  1 22.384 0.685  18.07  68.28  979.01  2.507 10.828    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7  2 18.606 0.672  14.99  74.70  977.21  4.839  1.405    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7  3 26.830 0.265  17.63  60.14  981.25  3.689  0.072    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7  4 25.834 0.246  20.98  59.34  980.01  3.521  0.040    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7  5 27.211 0.466  22.02  53.01  975.08  2.772  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7  6 24.220 0.626  22.27  67.05  976.94  2.171  0.178    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7  7 13.858 0.951  18.00  89.51  976.81  2.241 12.675    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7  8 13.680 0.981  17.01  84.32  979.71  2.939  2.763    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7  9  3.808 1.000  14.70  97.04  977.20  4.844 19.639    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 10  6.444 0.827  14.56  92.39  980.65  3.393  6.175    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 11 23.513 0.582  18.69  73.94  985.53  2.347  0.279    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 12 21.319 0.879  21.29  66.92  984.11  2.567  0.003    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 13 25.580 0.527  24.32  72.51  979.30  3.205  1.213    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 14 11.061 0.690  22.71  86.67  973.93  3.931 10.526    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 15 20.103 0.536  20.24  84.83  975.64  3.278 12.990    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 16 21.560 0.601  17.90  74.74  984.07  2.203  3.917    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 17 24.877 0.586  19.60  69.14  985.94  2.255  0.028    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 18 19.402 0.514  20.00  73.17  979.35  4.126  2.845    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 19 23.747 0.271  16.09  64.85  986.04  3.621  0.119    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 20 23.178 0.346  18.37  64.97  987.96  3.321  0.006    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 21 26.330 0.647  21.76  66.84  982.41  4.122  0.006    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 22 16.305 0.684  23.64  72.22  973.97  4.191  1.723    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 23 20.418 0.471  20.10  79.88  977.37  2.623  3.100    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 24 25.784 0.628  18.38  68.65  983.12  1.971  0.122    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 25  8.608 0.909  18.79  89.31  977.57  2.308 16.171    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 26 20.615 0.361  21.07  78.03  977.48  3.371  0.480    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 27 23.606 0.665  21.91  74.11  979.20  2.629  0.845    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 28 19.973 0.826  20.67  68.24  980.19  2.345  0.008    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 29 19.514 0.602  18.27  68.65  982.51  2.523  0.119    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 30 21.641 0.479  18.14  66.81  985.97  1.697  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  7 31 25.502 0.635  19.40  67.85  987.08  1.390  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8  1 19.793 0.706  19.73  69.34  987.29  2.132  0.797    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8  2 23.365 0.274  20.22  67.05  988.42  1.948  0.019    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8  3 20.879 0.467  20.74  64.65  987.23  1.778  0.075    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8  4 22.534 0.424  23.38  68.65  983.98  3.149  0.179    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8  5 21.607 0.570  24.29  69.70  976.67  4.197  2.066    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8  6 22.776 0.402  20.54  71.23  973.22  3.412  0.141    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8  7 21.921 0.210  18.38  68.29  978.33  3.607  0.551    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8  8 22.076 0.110  18.27  64.19  984.22  3.407  0.158    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8  9 23.395 0.720  18.35  64.23  988.46  1.727  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 10 22.361 0.411  23.17  68.13  984.41  2.712  2.183    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 11 22.469 0.655  23.62  68.62  982.78  1.843  0.226    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 12  4.738 0.960  17.67  89.29  978.63  2.839 12.312    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 13  5.356 1.000  16.53  90.34  979.41  3.325 18.534    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 14  7.241 0.970  18.10  92.82  978.65  1.967  9.606    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 15 18.385 0.612  19.15  78.90  988.06  1.947  0.674    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 16 10.276 0.981  18.12  86.80  985.55  2.845 40.762    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 17 19.619 0.612  20.21  77.84  982.00  3.418  5.078    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 18 20.546 0.407  20.56  73.52  981.78  2.622  1.105    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 19 22.053 0.234  19.49  70.89  982.48  1.868  0.005    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 20 21.955 0.658  21.06  73.09  979.44  2.668  0.056    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 21  5.086 0.955  20.48  89.04  974.33  4.512 29.532    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 22 16.333 0.540  14.53  73.04  982.16  4.108  0.062    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 23 22.046 0.218  17.80  69.75  988.04  4.091  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 24 23.042 0.562  21.30  72.19  986.63  3.668  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 25 10.504 0.780  21.70  85.47  979.94  3.389  2.413    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 26 22.025 0.320  21.52  73.87  981.94  3.171  0.002    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 27 17.118 0.582  18.48  74.69  990.42  1.624  0.001    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 28 10.405 0.832  19.28  83.83  987.27  2.264  5.869    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 29 17.613 0.521  17.93  74.51  987.66  3.774  0.017    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 30 16.068 0.832  17.82  77.10  985.62  2.550  0.523    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  8 31 13.442 0.562  19.36  79.38  978.78  2.532  2.722    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9  1 15.599 0.441  16.39  73.74  981.24  2.981  0.444    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9  2 19.814 0.281  14.52  68.61  988.43  2.731  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9  3 21.984 0.007  14.35  75.76  991.33  1.461  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9  4 21.655 0.326  15.71  76.80  992.12  1.527  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9  5 21.819 0.006  17.39  74.81  990.18  1.717  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9  6 21.383 0.191  18.94  73.27  986.62  1.467  0.002    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9  7 18.319 0.649  21.24  73.45  983.41  1.897  0.355    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9  8  3.877 0.989  20.78  96.09  976.33  1.443 10.230    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9  9 18.208 0.647  20.45  77.91  978.68  3.195  0.098    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 10 12.501 0.546  19.17  85.28  980.17  2.977  8.828    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 11  9.858 0.700  15.02  75.32  979.19  5.781  5.239    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 12 17.914 0.133  14.74  71.03  987.76  3.661  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 13 19.577 0.377  17.54  71.02  983.99  3.780  0.325    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 14 13.909 0.601  15.09  73.76  984.86  3.983  0.668    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 15 19.134 0.105   9.95  76.56  992.87  1.721  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 16 19.372 0.538  11.56  75.91  990.98  1.690  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 17  9.210 0.975  15.32  87.06  982.98  3.081 21.720    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 18 12.223 0.675  19.58  86.29  980.23  3.180  1.605    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 19 13.225 0.566  17.65  90.66  983.66  1.323  2.969    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 20 16.002 0.404  17.40  75.20  984.10  3.097  0.621    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 21 18.294 0.207  16.96  65.32  986.51  3.786  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 22  9.940 0.885  13.52  77.74  987.65  2.726  6.927    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 23 13.579 0.624  10.80  77.04  986.65  3.239  0.213    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 24 16.127 0.259   8.30  66.97  988.34  3.417  0.053    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 25 16.858 0.061   7.54  68.29  988.77  2.837  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 26 15.275 0.938   9.08  72.42  984.91  2.264  1.365    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 27 13.877 0.535  12.68  79.81  978.97  2.100  2.414    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 28 12.130 0.497  10.95  86.97  991.32  4.183  0.302    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 29 16.798 0.402   9.93  74.66  999.88  3.900  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016  9 30 14.105 0.838  10.94  68.58  998.50  3.381  0.059    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10  1 11.950 0.932  12.36  68.79  992.72  3.054  0.185    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10  2  1.877 0.986  11.03  90.16  984.89  1.959  3.070    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10  3  6.553 0.755  12.21  86.75  985.84  2.593  0.044    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10  4 15.625 0.027   9.76  74.96  993.61  1.799  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10  5 15.686 0.072  10.29  82.94  993.48  1.399  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10  6 14.450 0.209  13.10  83.14  991.41  1.984  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10  7 14.951 0.054  14.33  81.84  989.81  1.713  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10  8  2.559 0.914  12.18  91.15  982.08  3.117  5.924    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10  9 10.692 0.906   6.94  72.20  988.17  3.318  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10 10 15.021 0.064   4.38  65.45  993.40  3.104  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10 11 14.544 0.257   7.27  67.67  995.05  2.217  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10 12 13.172 0.397  10.76  69.48  988.46  2.565  0.135    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10 13  3.335 0.782   7.64  84.49  981.97  4.017  6.149    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10 14 12.034 0.494   3.35  71.46  994.18  2.136  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10 15 12.911 0.701   6.60  74.40  991.52  2.613  0.000    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10 16  1.853 0.985  12.33  88.35  979.21  3.636  9.808    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10 17 12.416 0.553   8.81  79.15  980.62  2.521  1.152    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
2016 10 18  4.792 0.896  12.57  88.54  971.94  4.436 12.921    0.0 4.0 0.5 0.01  50.0 7.0 0.1 3000.0
