id,Depth,Date,year,Temperature,airP_hPa,z_m,airT_oC
waterT01_0.5m_oC,0.5,2021-05-13,2021,12.101702127659575,977.6297872340425,10.282439918374966,16.93617021276596
waterT01_0.5m_oC,0.5,2021-05-14,2021,12.781180555555556,977.4097222222222,10.215416817499696,13.852083333333333
waterT01_0.5m_oC,0.5,2021-05-15,2021,14.155555555555555,977.6839506172839,10.326941453748976,18.081481481481482
waterT01_0.5m_oC,0.5,2021-05-16,2021,14.535625,979.5076388888889,10.374024021114923,13.654166666666667
waterT01_0.5m_oC,0.5,2021-05-17,2021,15.652708333333333,980.3159722222223,10.363489648393353,15.175
waterT01_0.5m_oC,0.5,2021-05-18,2021,16.55625,980.0881944444444,10.355742890878467,17.444444444444443
waterT01_0.5m_oC,0.5,2021-05-19,2021,17.444027777777777,983.0145833333333,10.347985362257019,16.509027777777778
waterT01_0.5m_oC,0.5,2021-05-20,2021,18.537430555555556,985.3076388888888,10.345227702984428,19.005555555555556
waterT01_0.5m_oC,0.5,2021-05-21,2021,19.667986111111112,985.3479166666667,10.345858650620857,20.303472222222222
waterT01_0.5m_oC,0.5,2021-05-22,2021,20.482847222222222,977.5930555555556,10.342922337775903,21.724305555555556
waterT01_0.5m_oC,0.5,2021-05-23,2021,20.339444444444446,972.0076388888889,10.351822181532711,16.74652777777778
waterT01_0.5m_oC,0.5,2021-05-24,2021,19.256597222222222,980.4444444444445,10.322457374091954,11.125
waterT01_0.5m_oC,0.5,2021-05-25,2021,19.283402777777777,973.2208333333333,10.345353818865544,15.069444444444445
waterT01_0.5m_oC,0.5,2021-05-26,2021,19.863958333333333,966.0534722222222,10.266704451047104,20.568055555555556
waterT01_0.5m_oC,0.5,2021-05-27,2021,19.290416666666665,971.1354166666666,10.278841372945909,10.764583333333333
waterT01_0.5m_oC,0.5,2021-05-28,2021,17.98638888888889,977.7736111111111,10.426358961280242,5.240972222222222
waterT01_0.5m_oC,0.5,2021-05-29,2021,17.639583333333334,978.1881944444444,10.433450832258382,8.791666666666666
waterT01_0.5m_oC,0.5,2021-05-30,2021,17.56798611111111,982.7368055555555,10.450609573959738,10.164583333333333
waterT01_0.5m_oC,0.5,2021-05-31,2021,17.577152777777776,979.6263888888889,10.421285330334237,12.16388888888889
waterT01_0.5m_oC,0.5,2021-06-01,2021,17.892083333333332,976.3729166666667,10.336822625180083,13.944444444444445
waterT01_0.5m_oC,0.5,2021-06-02,2021,18.61861111111111,977.3784722222222,10.335527145482905,16.52986111111111
waterT01_0.5m_oC,0.5,2021-06-03,2021,19.347638888888888,971.7479166666667,10.335651166696973,15.424305555555556
waterT01_0.5m_oC,0.5,2021-06-04,2021,19.264722222222222,966.9847222222222,10.338736121591527,18.366666666666667
waterT01_0.5m_oC,0.5,2021-06-05,2021,20.33222222222222,964.9083333333333,10.335951062402668,19.325694444444444
waterT01_0.5m_oC,0.5,2021-06-06,2021,21.148541666666667,969.7701388888889,10.330193887353644,21.45347222222222
waterT01_0.5m_oC,0.5,2021-06-07,2021,23.371875,971.6256944444444,10.32752248651283,24.788194444444443
waterT01_0.5m_oC,0.5,2021-06-08,2021,24.44354166666667,971.8555555555556,10.325247999939945,24.820833333333333
waterT01_0.5m_oC,0.5,2021-06-09,2021,25.0214,972.87,10.322686878801614,21.718
waterT01_0.5m_oC,0.5,2021-06-10,2021,23.268870967741936,977.766129032258,10.273511870154605,15.30483870967742
waterT01_0.5m_oC,0.5,2021-06-11,2021,23.016111111111112,973.6861111111111,10.274845417041272,15.895138888888889
waterT01_0.5m_oC,0.5,2021-06-12,2021,22.91951388888889,969.2388888888889,10.274083351957321,17.564583333333335
waterT01_0.5m_oC,0.5,2021-06-13,2021,23.159097222222222,968.3305555555555,10.272234663114087,18.19236111111111
waterT01_0.5m_oC,0.5,2021-06-14,2021,23.234166666666667,965.7229166666667,10.278269624084452,17.21388888888889
waterT01_0.5m_oC,0.5,2021-06-15,2021,22.625625,964.7347222222222,10.297582514161311,15.624305555555555
waterT01_0.5m_oC,0.5,2021-06-16,2021,21.359375,967.8048611111111,10.300373032372592,12.70486111111111
waterT01_0.5m_oC,0.5,2021-06-17,2021,20.768194444444443,968.8125,10.298222975254324,14.684027777777779
waterT01_0.5m_oC,0.5,2021-06-18,2021,20.86048611111111,968.0416666666666,10.299624954396025,16.33125
waterT01_0.5m_oC,0.5,2021-06-19,2021,20.546666666666667,961.55625,10.312285577402974,17.743055555555557
waterT01_0.5m_oC,0.5,2021-06-20,2021,20.59371794871795,964.1333333333333,10.31049916219854,14.180769230769231
waterT01_0.5m_oC,0.5,2021-06-21,2021,21.824244604316547,959.9280575539568,10.31433566203993,18.53021582733813
waterT01_0.5m_oC,0.5,2021-06-22,2021,22.353157894736842,956.4894736842106,10.154679656151693,20.50526315789474
waterT01_0.5m_oC,0.5,2021-06-23,2021,20.276176470588236,971.8926470588235,10.081658987553759,7.144117647058824
waterT01_0.5m_oC,0.5,2021-06-24,2021,20.5269,981.415,10.087652128402665,18.607
waterT01_0.5m_oC,0.5,2021-06-25,2021,20.96638888888889,979.7340277777778,10.200812719132763,18.684722222222224
waterT01_0.5m_oC,0.5,2021-06-26,2021,20.819861111111113,975.3388888888888,10.228825107410113,17.711805555555557
waterT01_0.5m_oC,0.5,2021-06-27,2021,20.93923611111111,971.38125,10.253140126144555,22.433333333333334
waterT01_0.5m_oC,0.5,2021-06-28,2021,22.02722222222222,974.8368055555555,10.331097710340547,23.479166666666668
waterT01_0.5m_oC,0.5,2021-06-29,2021,23.206666666666667,977.5791666666667,10.334730631694358,22.077083333333334
waterT01_0.5m_oC,0.5,2021-06-30,2021,24.101458333333333,970.9041666666667,10.346268911132865,20.9625
waterT01_0.5m_oC,0.5,2021-07-01,2021,23.696319444444445,969.9680555555556,10.365606254571015,17.974305555555556
waterT01_0.5m_oC,0.5,2021-07-02,2021,23.41847222222222,970.6729166666667,10.403279782653152,15.651388888888889
waterT01_0.5m_oC,0.5,2021-07-03,2021,23.089166666666667,970.8583333333333,10.390833503286029,14.608333333333333
waterT01_0.5m_oC,0.5,2021-07-05,2021,22.659481481481482,973.5622222222222,10.449909658053269,17.10962962962963
waterT01_0.5m_oC,0.5,2021-07-06,2021,23.079430894308942,966.8910569105691,10.443381960117577,20.358536585365854
waterT01_0.5m_oC,0.5,2021-07-07,2021,22.563555555555556,971.9762962962963,10.48230382406798,16.193333333333335
waterT01_0.5m_oC,0.5,2021-07-08,2021,22.03423611111111,974.5409722222222,10.461614370803936,14
waterT01_0.5m_oC,0.5,2021-07-09,2021,21.08326388888889,969.6194444444444,10.348119431924589,15.479166666666666
waterT01_0.5m_oC,0.5,2021-07-10,2021,21.365714285714287,972.3,10.3195849755013,16.428571428571427
waterT01_0.5m_oC,0.5,2021-07-12,2021,22.466640625,979.83203125,10.311775167392785,19.69765625
waterT01_0.5m_oC,0.5,2021-07-13,2021,22.800555555555555,980.5020833333333,10.306036287663638,18.39375
waterT01_0.5m_oC,0.5,2021-07-14,2021,22.445833333333333,974.9736111111112,10.311716570799176,20.943055555555556
waterT01_0.5m_oC,0.5,2021-07-15,2021,23.099473684210526,NA,NA,19.010526315789473
waterT01_0.5m_oC,0.5,2021-07-22,2021,23.087520661157026,974.9479338842975,10.206066445129808,17.699173553719007
waterT01_0.5m_oC,0.5,2021-07-23,2021,23.376666666666665,NA,NA,18.11111111111111
waterT01_0.5m_oC,0.5,2021-07-24,2021,23.21977777777778,976.4014814814815,10.171031345132198,18.06
waterT01_0.5m_oC,0.5,2021-07-25,2021,23.454774774774776,964.9342342342343,10.196355114885039,20.30990990990991
waterT01_0.5m_oC,0.5,2021-07-26,2021,23.595841584158414,968.0009900990099,10.228641912668575,20.41980198019802
