"","datetime","thermo.depth"
"155",2015-10-15,6.7496725400177
"156",2015-10-16,6.99511929930619
"157",2015-10-17,7.51681832449744
"158",2015-10-18,7.89579833138515
"159",2015-10-19,8.54828182942667
"160",2015-10-20,9.5
"161",2015-10-21,9.5
"162",2015-10-22,NA
"163",2015-10-23,NA
"164",2015-10-24,NA
"165",2015-10-25,NA
"166",2015-10-26,NA
"167",2015-10-27,NA
"168",2015-10-28,NA
"169",2015-10-29,NA
"170",2015-10-30,NA
"171",2015-10-31,NA
"172",2015-11-01,NA
"173",2015-11-02,NA
"174",2015-11-03,NA
"175",2015-11-04,NA
"176",2015-11-05,NA
"177",2015-11-06,NA
"178",2015-11-07,NA
"179",2015-11-08,NA
"180",2015-11-09,NA
"181",2015-11-10,NA
"182",2015-11-11,NA
"183",2015-11-12,NA
"184",2015-11-13,NA
"185",2015-11-14,NA
"186",2015-11-15,NA
"187",2015-11-16,NA
"188",2015-11-17,NA
"189",2015-11-18,NA
"190",2015-11-19,NA
"191",2015-11-20,NA
"192",2015-11-21,NA
"193",2015-11-22,NA
"194",2015-11-23,NA
"195",2015-11-24,NA
"196",2015-11-25,NA
"197",2015-11-26,NA
"198",2015-11-27,NA
"199",2015-11-28,1.35074481545888
"200",2015-11-29,0.5
"201",2015-11-30,0.5
"202",2015-12-01,0.5
"203",2015-12-02,0.5
"204",2015-12-03,0.5
"205",2015-12-04,0.5
"206",2015-12-05,0.5
"207",2015-12-06,0.5
"208",2015-12-07,0.5
"209",2015-12-08,0.5
"210",2015-12-09,0.5
"211",2015-12-10,0.5
"212",2015-12-11,0.5
"213",2015-12-12,0.5
"214",2015-12-13,0.5
"215",2015-12-14,0.5
"216",2015-12-15,0.5
"217",2015-12-16,0.5
"218",2015-12-17,0.5
"219",2015-12-18,0.5
"220",2015-12-19,0.5
"221",2015-12-20,0.5
"222",2015-12-21,0.5
"223",2015-12-22,0.5
"224",2015-12-23,0.5
"225",2015-12-24,0.5
"226",2015-12-25,0.5
"227",2015-12-26,0.5
"228",2015-12-27,0.5
"229",2015-12-28,0.5
"230",2015-12-29,0.5
"231",2015-12-30,0.5
"232",2015-12-31,0.5
"233",2016-01-01,0.5
"234",2016-01-02,0.5
"235",2016-01-03,0.5
"236",2016-01-04,0.5
"237",2016-01-05,0.5
"238",2016-01-06,0.5
"239",2016-01-07,0.5
"240",2016-01-08,0.5
"241",2016-01-09,0.5
"242",2016-01-10,0.5
"243",2016-01-11,0.5
"244",2016-01-12,0.5
"245",2016-01-13,0.5
"246",2016-01-14,0.5
"247",2016-01-15,0.5
"248",2016-01-16,0.5
"249",2016-01-17,0.5
"250",2016-01-18,0.5
"251",2016-01-19,0.5
"252",2016-01-20,0.5
"253",2016-01-21,0.5
"254",2016-01-22,0.5
"255",2016-01-23,0.5
"256",2016-01-24,0.5
"257",2016-01-25,0.5
"258",2016-01-26,0.5
"259",2016-01-27,0.5
"260",2016-01-28,0.5
"261",2016-01-29,0.5
"262",2016-01-30,0.5
"263",2016-01-31,0.5
"264",2016-02-01,0.5
"265",2016-02-02,0.5
"266",2016-02-03,0.5
"267",2016-02-04,0.5
"268",2016-02-05,0.5
"269",2016-02-06,0.5
"270",2016-02-07,0.5
"271",2016-02-08,0.5
"272",2016-02-09,0.5
"273",2016-02-10,0.5
"274",2016-02-11,0.5
"275",2016-02-12,0.5
"276",2016-02-13,0.5
"277",2016-02-14,0.5
"278",2016-02-15,0.5
"279",2016-02-16,0.5
"280",2016-02-17,0.5
"281",2016-02-18,0.5
"282",2016-02-19,0.5
"283",2016-02-20,0.5
"284",2016-02-21,0.5
"285",2016-02-22,0.5
"286",2016-02-23,0.5
"287",2016-02-24,0.5
"288",2016-02-25,0.5
"289",2016-02-26,0.5
"290",2016-02-27,0.5
"291",2016-02-28,0.5
"292",2016-02-29,0.5
"293",2016-03-01,0.5
"294",2016-03-02,0.5
"295",2016-03-03,0.5
"296",2016-03-04,0.5
"297",2016-03-05,0.5
"298",2016-03-06,0.5
"299",2016-03-07,0.5
"300",2016-03-08,0.5
"301",2016-03-09,0.5
"302",2016-03-10,0.5
"303",2016-03-11,0.5
"304",2016-03-12,0.5
"305",2016-03-13,0.5
"306",2016-03-14,0.5
"307",2016-03-15,0.5
"308",2016-03-16,0.5
"309",2016-03-17,0.5
"310",2016-03-18,0.5
"311",2016-03-19,0.5
"312",2016-03-20,0.5
"313",2016-03-21,0.5
"314",2016-03-22,0.5
"315",2016-03-23,0.5
"316",2016-03-24,0.5
"317",2016-03-25,0.5
"318",2016-03-26,0.5
"319",2016-03-27,0.5
"320",2016-03-28,0.5
"321",2016-03-29,0.5
"322",2016-03-30,0.5
"323",2016-03-31,0.5
"324",2016-04-01,0.5
"325",2016-04-02,0.5
"326",2016-04-03,0.5
"327",2016-04-04,0.5
"328",2016-04-05,0.5
"329",2016-04-06,0.5
"330",2016-04-07,0.5
"331",2016-04-08,0.5
"332",2016-04-09,0.5
"333",2016-04-10,0.5
"334",2016-04-11,0.5
"335",2016-04-12,0.5
"336",2016-04-13,0.5
"337",2016-04-14,0.5
"338",2016-04-15,0.5
"339",2016-04-16,0.5
"340",2016-04-17,0.5
"341",2016-04-18,0.5
"342",2016-04-19,0.5
"343",2016-04-20,0.5
"344",2016-04-21,0.5
"345",2016-04-22,0.5
"346",2016-04-23,0.5
"347",2016-04-24,0.5
"348",2016-04-25,0.5
"349",2016-04-26,0.5
"350",2016-04-27,0.5
"351",2016-04-28,0.5
"352",2016-04-29,0.5
"353",2016-04-30,0.5
"354",2016-05-01,0.5
"355",2016-05-02,0.5
"356",2016-05-03,0.5
"357",2016-05-04,NA
"358",2016-05-05,1.52803103263384
"359",2016-05-06,1.28970565446783
"360",2016-05-07,1.22064235545221
"361",2016-05-08,1.57066273442812
"362",2016-05-09,2.19330845247297
"363",2016-05-10,1.70750083491189
"364",2016-05-11,1.55016059164165
"365",2016-05-12,1.24691208605744
"366",2016-05-13,1.44576418072167
"367",2016-05-14,1.50022411499622
"368",2016-05-15,1.79501368040232
"369",2016-05-16,2.5067746564953
"370",2016-05-17,2.557349641506
"371",2016-05-18,2.46070691655973
"372",2016-05-19,2.32421853550052
"373",2016-05-20,1.79507514327312
"374",2016-05-21,1.28907745653019
"375",2016-05-22,1.41965592923146
"376",2016-05-23,1.45134685538378
"377",2016-05-24,1.49123416586237
"378",2016-05-25,1.60563401746937
"379",2016-05-26,1.61089464310519
"380",2016-05-27,1.58755442370987
"381",2016-05-28,1.56681963463424
"382",2016-05-29,1.57459064456424
"383",2016-05-30,1.60452687333728
"384",2016-05-31,1.66534282209861
"385",2016-06-01,1.69781725555137
"386",2016-06-02,1.78577251874047
"387",2016-06-03,1.79193745831694
"388",2016-06-04,1.79312281040977
"389",2016-06-05,2.1989740684638
"390",2016-06-06,2.33716135967777
"391",2016-06-07,2.36940261479514
"392",2016-06-08,2.52927390568312
"393",2016-06-09,2.58685999230219
"394",2016-06-10,2.58665847235754
"395",2016-06-11,2.60509657425942
"396",2016-06-12,2.70665905995149
"397",2016-06-13,2.6686366532551
"398",2016-06-14,2.59406852806813
"399",2016-06-15,2.4826603694786
"400",2016-06-16,2.29605828621351
"401",2016-06-17,2.04285790241201
"402",2016-06-18,1.84139072045509
"403",2016-06-19,1.75929814211821
"404",2016-06-20,1.79104650482542
"405",2016-06-21,2.11869236886346
"406",2016-06-22,2.25361621488495
"407",2016-06-23,2.38605962343995
"408",2016-06-24,2.37849680256125
"409",2016-06-25,2.3140731391598
"410",2016-06-26,2.22366598117927
"411",2016-06-27,2.36491361967774
"412",2016-06-28,2.32665045776434
"413",2016-06-29,2.43950030060856
"414",2016-06-30,2.43243969546102
"415",2016-07-01,2.46708855863543
"416",2016-07-02,2.5760058640383
"417",2016-07-03,2.59297540056922
"418",2016-07-04,2.58491888137339
"419",2016-07-05,2.56193131335346
"420",2016-07-06,2.52572248250122
"421",2016-07-07,2.55266175665826
"422",2016-07-08,2.58883621577714
"423",2016-07-09,2.64713255518576
"424",2016-07-10,2.70557406173035
"425",2016-07-11,2.6597197103114
"426",2016-07-12,2.60266801379694
"427",2016-07-13,2.50233837949745
"428",2016-07-14,2.51040483416224
"429",2016-07-15,2.52473760369301
"430",2016-07-16,2.55098059655196
"431",2016-07-17,2.53921645212208
"432",2016-07-18,2.59066200111743
"433",2016-07-19,2.64347507483592
"434",2016-07-20,2.66090725839643
"435",2016-07-21,2.63715642619066
"436",2016-07-22,2.63110433135307
"437",2016-07-23,2.62933035097895
"438",2016-07-24,2.62133354425364
"439",2016-07-25,2.65282813062165
"440",2016-07-26,2.6558844943337
"441",2016-07-27,2.63135509337576
"442",2016-07-28,2.63256350173911
"443",2016-07-29,2.66054573133101
"444",2016-07-30,2.66874601983074
"445",2016-07-31,2.65273297310083
"446",2016-08-01,2.6611085522484
"447",2016-08-02,2.66634901588036
"448",2016-08-03,2.67090177096947
"449",2016-08-04,2.66008773389016
"450",2016-08-05,2.65466325893785
"451",2016-08-06,2.67689292412319
"452",2016-08-07,2.72596080621995
"453",2016-08-08,2.79672457636617
"454",2016-08-09,2.78413672608582
"455",2016-08-10,2.75582311765032
"456",2016-08-11,2.71799420098862
"457",2016-08-12,2.82002027127057
"458",2016-08-13,3.07158565977833
"459",2016-08-14,3.17886166994027
"460",2016-08-15,3.12776597633152
"461",2016-08-16,3.21567562733081
"462",2016-08-17,3.14063180428336
"463",2016-08-18,3.06894149706164
"464",2016-08-19,3.0013380383173
"465",2016-08-20,2.9410219141762
"466",2016-08-21,3.165933320141
"467",2016-08-22,3.39767120093979
"468",2016-08-23,3.44448422151523
"469",2016-08-24,3.4026794103906
"470",2016-08-25,3.36809150364946
"471",2016-08-26,3.3195898677718
"472",2016-08-27,3.29089671342834
"473",2016-08-28,3.31780048571347
"474",2016-08-29,3.40088343765044
"475",2016-08-30,3.41937968864654
"476",2016-08-31,3.43706539904235
"477",2016-09-01,3.4937964460634
"478",2016-09-02,3.5361055421209
"479",2016-09-03,3.54641922659895
"480",2016-09-04,3.53414307440243
"481",2016-09-05,3.52458982982465
"482",2016-09-06,3.5069573286918
"483",2016-09-07,3.48777483355483
"484",2016-09-08,3.47847944722724
"485",2016-09-09,3.44415551068972
"486",2016-09-10,3.45301426184898
"487",2016-09-11,3.59771227781245
"488",2016-09-12,3.63932884364517
"489",2016-09-13,3.65242035717399
"490",2016-09-14,3.69955245208735
"491",2016-09-15,3.75735874543324
"492",2016-09-16,3.77681789335128
"493",2016-09-17,3.83003582053723
"494",2016-09-18,3.82137537479776
"495",2016-09-19,3.81005696879498
"496",2016-09-20,3.78687497313831
"497",2016-09-21,3.77222107681737
"498",2016-09-22,3.82466033338689
"499",2016-09-23,4.06847372538783
"500",2016-09-24,4.38940853774045
"501",2016-09-25,4.51227110865405
"502",2016-09-26,4.53806096770666
"503",2016-09-27,4.54245518411271
"504",2016-09-28,4.59455759687732
"505",2016-09-29,4.64947931190053
"506",2016-09-30,4.69180892721664
"507",2016-10-01,4.72958933269562
"508",2016-10-02,4.81158612619915
"509",2016-10-03,4.90387421469667
"510",2016-10-04,4.99545840132574
"511",2016-10-05,5.03932105939272
"512",2016-10-06,5.05615639501984
"513",2016-10-07,5.06516823667621
"514",2016-10-08,4.97023170118262
"515",2016-10-09,5.38374170155744
"516",2016-10-10,5.56375969056334
"517",2016-10-11,5.60604726402931
"518",2016-10-12,5.61731643920668
"519",2016-10-13,5.80055999135071
"520",2016-10-14,6.12477537604549
"521",2016-10-15,6.36020005992086
"522",2016-10-16,6.49906494520568
"523",2016-10-17,6.52591477966878
"524",2016-10-18,6.55497041321291
"525",2016-10-19,6.5932858094472
"526",2016-10-20,6.63818732607615
"527",2016-10-21,7.2965160512497
"528",2016-10-22,7.61965199240831
"529",2016-10-23,9.5
"530",2016-10-24,NA
"531",2016-10-25,NA
"532",2016-10-26,NA
"533",2016-10-27,NA
"534",2016-10-28,NA
"535",2016-10-29,NA
"536",2016-10-30,NA
"537",2016-10-31,NA
"538",2016-11-01,NA
"539",2016-11-02,NA
"540",2016-11-03,NA
"541",2016-11-04,NA
"542",2016-11-05,NA
"543",2016-11-06,NA
"544",2016-11-07,NA
"545",2016-11-08,NA
"546",2016-11-09,NA
"547",2016-11-10,NA
"548",2016-11-11,NA
"549",2016-11-12,NA
"550",2016-11-13,NA
"551",2016-11-14,NA
"552",2016-11-15,NA
"553",2016-11-16,NA
"554",2016-11-17,NA
"555",2016-11-18,NA
"556",2016-11-19,NA
"557",2016-11-20,NA
"558",2016-11-21,NA
"559",2016-11-22,NA
"560",2016-11-23,NA
"561",2016-11-24,NA
"562",2016-11-25,NA
"563",2016-11-26,NA
"564",2016-11-27,NA
"565",2016-11-28,0.5
"566",2016-11-29,1.49583722377505
"567",2016-11-30,2.37267722001385
"568",2016-12-01,4.49990286820433
"569",2016-12-02,5.50491798366806
"570",2016-12-03,5.2895019536928
"571",2016-12-04,0.5
"572",2016-12-05,0.5
"573",2016-12-06,0.5
"574",2016-12-07,0.5
"575",2016-12-08,0.5
"576",2016-12-09,0.5
"577",2016-12-10,0.5
"578",2016-12-11,0.5
"579",2016-12-12,0.5
"580",2016-12-13,0.5
"581",2016-12-14,0.5
"582",2016-12-15,0.5
"583",2016-12-16,0.5
"584",2016-12-17,0.5
"585",2016-12-18,0.5
"586",2016-12-19,0.5
"587",2016-12-20,0.5
"588",2016-12-21,0.5
"589",2016-12-22,0.5
"590",2016-12-23,0.5
"591",2016-12-24,0.5
"592",2016-12-25,0.5
"593",2016-12-26,0.5
"594",2016-12-27,0.5
"595",2016-12-28,0.5
"596",2016-12-29,0.5
"597",2016-12-30,0.5
"598",2016-12-31,0.5
"599",2017-01-01,0.5
"600",2017-01-02,0.5
"601",2017-01-03,0.5
"602",2017-01-04,0.5
"603",2017-01-05,0.5
"604",2017-01-06,0.5
"605",2017-01-07,0.5
"606",2017-01-08,0.5
"607",2017-01-09,0.5
"608",2017-01-10,0.5
"609",2017-01-11,0.5
"610",2017-01-12,0.5
"611",2017-01-13,0.5
"612",2017-01-14,0.5
"613",2017-01-15,0.5
"614",2017-01-16,0.5
"615",2017-01-17,0.5
"616",2017-01-18,0.5
"617",2017-01-19,0.5
"618",2017-01-20,0.5
"619",2017-01-21,0.5
"620",2017-01-22,0.5
"621",2017-01-23,0.5
"622",2017-01-24,0.5
"623",2017-01-25,0.5
"624",2017-01-26,0.5
"625",2017-01-27,0.5
"626",2017-01-28,0.5
"627",2017-01-29,0.5
"628",2017-01-30,0.5
"629",2017-01-31,0.5
"630",2017-02-01,0.5
"631",2017-02-02,0.5
"632",2017-02-03,0.5
"633",2017-02-04,0.5
"634",2017-02-05,0.5
"635",2017-02-06,0.5
"636",2017-02-07,0.5
"637",2017-02-08,0.5
"638",2017-02-09,0.5
"639",2017-02-10,0.5
"640",2017-02-11,0.5
"641",2017-02-12,0.5
"642",2017-02-13,0.5
"643",2017-02-14,0.5
"644",2017-02-15,0.5
"645",2017-02-16,0.5
"646",2017-02-17,0.5
"647",2017-02-18,0.5
"648",2017-02-19,0.5
"649",2017-02-20,0.5
"650",2017-02-21,0.5
"651",2017-02-22,0.5
"652",2017-02-23,0.5
"653",2017-02-24,0.5
"654",2017-02-25,0.5
"655",2017-02-26,0.5
"656",2017-02-27,0.5
"657",2017-02-28,0.5
"658",2017-03-01,0.5
"659",2017-03-02,0.5
"660",2017-03-03,0.5
"661",2017-03-04,0.5
"662",2017-03-05,0.5
"663",2017-03-06,0.5
"664",2017-03-07,0.5
"665",2017-03-08,0.5
"666",2017-03-09,0.5
"667",2017-03-10,0.5
"668",2017-03-11,0.5
"669",2017-03-12,0.5
"670",2017-03-13,0.5
"671",2017-03-14,0.5
"672",2017-03-15,0.5
"673",2017-03-16,0.5
"674",2017-03-17,0.5
"675",2017-03-18,0.5
"676",2017-03-19,0.5
"677",2017-03-20,0.5
"678",2017-03-21,0.5
"679",2017-03-22,0.5
"680",2017-03-23,0.5
"681",2017-03-24,0.5
"682",2017-03-25,0.5
"683",2017-03-26,0.5
"684",2017-03-27,0.5
"685",2017-03-28,0.5
"686",2017-03-29,0.5
"687",2017-03-30,0.5
"688",2017-03-31,0.5
"689",2017-04-01,0.5
"690",2017-04-02,0.5
"691",2017-04-03,0.5
"692",2017-04-04,0.5
"693",2017-04-05,0.5
"694",2017-04-06,0.5
"695",2017-04-07,0.5
"696",2017-04-08,0.5
"697",2017-04-09,0.5
"698",2017-04-10,0.5
"699",2017-04-11,0.5
"700",2017-04-12,0.5
"701",2017-04-13,0.5
"702",2017-04-14,0.5
"703",2017-04-15,0.5
"704",2017-04-16,0.5
"705",2017-04-17,0.5
"706",2017-04-18,0.5
"707",2017-04-19,0.5
"708",2017-04-20,0.5
"709",2017-04-21,0.5
"710",2017-04-22,0.5
"711",2017-04-23,0.5
"712",2017-04-24,0.5
"713",2017-04-25,0.5
"714",2017-04-26,0.5
"715",2017-04-27,NA
"716",2017-04-28,1.48320540770741
"717",2017-04-29,1.52978542695163
"718",2017-04-30,1.61979635493671
"719",2017-05-01,2.4965359352777
"720",2017-05-02,1.80920622726166
"721",2017-05-03,2.49085571905427
"722",2017-05-04,2.26371051851106
"723",2017-05-05,2.49562609789964
"724",2017-05-06,2.47828293051707
"725",2017-05-07,2.54302191304102
"726",2017-05-08,2.6228595258469
"727",2017-05-09,2.62742336820709
"728",2017-05-10,2.62563706211993
"729",2017-05-11,2.50521397006752
"730",2017-05-12,2.21734315730876
"731",2017-05-13,1.71723034126791
"732",2017-05-14,1.97223608847204
"733",2017-05-15,1.77249777014192
"734",2017-05-16,1.58802234541535
"735",2017-05-17,1.43747862183388
"736",2017-05-18,1.37995308158257
"737",2017-05-19,1.62149375049426
"738",2017-05-20,1.65124562353438
"739",2017-05-21,1.72066289093206
"740",2017-05-22,2.12213762392612
"741",2017-05-23,2.20174692951547
"742",2017-05-24,1.96152316935438
"743",2017-05-25,2.16680416207322
"744",2017-05-26,2.42404168900683
"745",2017-05-27,2.35164089984747
"746",2017-05-28,2.21100784729358
"747",2017-05-29,2.38691084273441
"748",2017-05-30,2.4389296121382
"749",2017-05-31,2.43063224545649
"750",2017-06-01,2.46418621030532
"751",2017-06-02,2.53668756772178
"752",2017-06-03,2.56974028598156
"753",2017-06-04,2.52461144770848
"754",2017-06-05,2.59089658316549
"755",2017-06-06,2.61702493810591
"756",2017-06-07,2.53832890244176
"757",2017-06-08,2.42058341190474
"758",2017-06-09,2.23352567100488
"759",2017-06-10,1.94798820688856
"760",2017-06-11,1.7638291922177
"761",2017-06-12,1.70956857268718
"762",2017-06-13,1.76803650873911
"763",2017-06-14,1.84823226717167
"764",2017-06-15,2.01881059261782
"765",2017-06-16,2.37630727189617
"766",2017-06-17,2.36902686014593
"767",2017-06-18,2.23587088438062
"768",2017-06-19,2.16154667532706
"769",2017-06-20,2.27999921919484
"770",2017-06-21,2.42142053700777
"771",2017-06-22,2.45973999742556
"772",2017-06-23,2.50020699821894
"773",2017-06-24,2.48751692161489
"774",2017-06-25,2.5030923361881
"775",2017-06-26,2.51694181535635
"776",2017-06-27,2.55178277483167
"777",2017-06-28,2.56404902654034
"778",2017-06-29,2.5760233781934
"779",2017-06-30,2.59108621665648
"780",2017-07-01,2.60252150115773
"781",2017-07-02,2.5840491181844
"782",2017-07-03,2.59520615590543
"783",2017-07-04,2.60038746092431
"784",2017-07-05,2.57316925240953
"785",2017-07-06,2.55183560539686
"786",2017-07-07,2.55762734195807
"787",2017-07-08,2.58479011215247
"788",2017-07-09,2.60846764650584
"789",2017-07-10,2.61644542553794
"790",2017-07-11,2.60946442477309
"791",2017-07-12,2.63756355498205
"792",2017-07-13,2.63625252844038
"793",2017-07-14,2.65238933499776
"794",2017-07-15,2.63148128040329
"795",2017-07-16,2.60462857619133
"796",2017-07-17,2.59318454820669
"797",2017-07-18,2.56545553270629
"798",2017-07-19,2.56422337587994
"799",2017-07-20,2.55419845318737
"800",2017-07-21,2.57334344203225
"801",2017-07-22,2.59521902941094
"802",2017-07-23,2.61066668031585
"803",2017-07-24,2.70713037866262
"804",2017-07-25,2.72835423069768
"805",2017-07-26,2.75862929808019
"806",2017-07-27,2.78149531329927
"807",2017-07-28,2.78956155189547
"808",2017-07-29,2.79706103337995
"809",2017-07-30,2.76707214645151
"810",2017-07-31,2.74985460261139
"811",2017-08-01,2.72230068764483
"812",2017-08-02,2.69249642858252
"813",2017-08-03,2.68450329533476
"814",2017-08-04,2.6745419449577
"815",2017-08-05,2.76194360437014
"816",2017-08-06,3.07908426040169
"817",2017-08-07,3.18176573934368
"818",2017-08-08,3.23153771842923
"819",2017-08-09,3.25526334242505
"820",2017-08-10,3.21907464318727
"821",2017-08-11,3.18276723764922
"822",2017-08-12,3.14491782590829
"823",2017-08-13,3.09905865813882
"824",2017-08-14,3.01736185217113
"825",2017-08-15,2.97193602384342
"826",2017-08-16,3.17696634886324
"827",2017-08-17,3.20285915939872
"828",2017-08-18,3.37919590646235
"829",2017-08-19,3.4002278767991
"830",2017-08-20,3.38348844299315
"831",2017-08-21,3.33378691708016
"832",2017-08-22,3.36839998618076
"833",2017-08-23,3.46101694627407
"834",2017-08-24,3.52743183382737
"835",2017-08-25,3.56146443180137
"836",2017-08-26,3.58190628855497
"837",2017-08-27,3.59880694864749
"838",2017-08-28,3.59531747519254
"839",2017-08-29,3.58271310487466
"840",2017-08-30,3.57502094687664
"841",2017-08-31,3.63995264235187
"842",2017-09-01,3.73859429695627
"843",2017-09-02,3.75972858212361
"844",2017-09-03,3.9528199674694
"845",2017-09-04,4.18074638224701
"846",2017-09-05,4.17127201680058
"847",2017-09-06,4.16044988903286
"848",2017-09-07,4.12033865412572
"849",2017-09-08,4.04143785722901
"850",2017-09-09,4.19011719092947
"851",2017-09-10,4.25810793744128
"852",2017-09-11,4.21968546842876
"853",2017-09-12,4.19778677402381
"854",2017-09-13,4.17771448880181
"855",2017-09-14,4.15156837047644
"856",2017-09-15,4.12219253455324
"857",2017-09-16,4.08812468670844
"858",2017-09-17,4.04938793632945
"859",2017-09-18,4.00408507758042
"860",2017-09-19,3.83577391461048
"861",2017-09-20,3.35389019581488
"862",2017-09-21,2.93941068884485
"863",2017-09-22,2.91396943099724
"864",2017-09-23,2.87186452960941
