"","year","month","day","global_rad.MJ.m2.","cloud_cov...","air_temp.C.","rel_hum...","air_press.hPa.","wind_sp.m.s.","rain","date","doy","doy_start","buoy_start","buoy_end","category","period"
"28",2015,10,18,12.071,0.198,-2.63,63.64,990.53,2.928,0.193,2015-10-18,"291",264,134,309,"buoy","lf"
"29",2015,10,19,11.135,0.573,-0.57,74,988.4,3.661,2.055,2015-10-19,"292",264,134,309,"buoy","lf"
"30",2015,10,20,5.877,0.608,7.87,67.7,982.26,4.251,0.024,2015-10-20,"293",264,134,309,"buoy","lf"
"31",2015,10,21,12.739,0.77,2.25,59.22,992.44,2.165,0.157,2015-10-21,"294",264,134,309,"buoy","lf"
"32",2015,10,22,5.822,0.738,6.02,76.86,982.19,4.511,5.152,2015-10-22,"295",264,134,309,"buoy","lf"
"33",2015,10,23,10.922,0.593,1.8,70.59,992.1,3.26,0.005,2015-10-23,"296",264,134,309,"buoy","lf"
"34",2015,10,24,7.343,0.91,2.12,80.19,988.7,2.96,1.624,2015-10-24,"297",264,134,309,"buoy","lf"
"35",2015,10,25,5.365,0.902,5.77,82.28,981.69,4.349,11.274,2015-10-25,"298",264,134,309,"buoy","lf"
"36",2015,10,26,11.517,0.048,0.3,73.27,996.75,2.466,0,2015-10-26,"299",264,134,309,"buoy","lf"
"37",2015,10,27,10.999,0.168,1.19,72.84,999.39,1.975,0,2015-10-27,"300",264,134,309,"buoy","lf"
"38",2015,10,28,3.39,0.961,2.18,88.92,988.38,3.946,22.868,2015-10-28,"301",264,134,309,"buoy","lf"
"39",2015,10,29,4.72,0.728,7.14,82.03,962.77,5.138,23.299,2015-10-29,"302",264,134,309,"buoy","lf"
"40",2015,10,30,7.356,0.553,2.22,69.68,976.72,4.959,1.075,2015-10-30,"303",264,134,309,"buoy","lf"
"41",2015,10,31,7.462,0.626,0.41,74.9,985.72,1.764,0,2015-10-31,"304",264,134,309,"buoy","lf"
"42",2015,11,1,2.041,0.924,5.31,93.06,973.18,3.786,8.243,2015-11-01,"305",264,134,309,"buoy","lf"
